"date","trips","total_time","avg_time","member_percent","casual_percent","ebike_percent","regular_percent"
"03-15",65421,684800.897216122,10.4676005749854,90.4266214212562,9.57337857874383,53.3865272618884,46.6134727381116
"03-16",83152,1015370.16048472,12.2110130903011,86.8481816432557,13.1518183567443,44.434289012892,55.565710987108
"03-17",82533,1044885.81983421,12.6602185772264,84.1227145505434,15.8772854494566,38.95775023324,61.04224976676
"03-18",74382,1070987.3419664,14.3984746573957,77.3829689978758,22.6170310021242,41.0341211583448,58.9658788416552
"03-19",48346,569424.714566361,11.7781143127945,84.0400446779465,15.9599553220535,47.5551234848798,52.4448765151202
"03-20",68651,794617.600233177,11.5747418134212,88.7488893096969,11.2511106903031,47.327788378902,52.672211621098
"03-21",87433,1127855.28154955,12.8996520941698,86.4055905664909,13.5944094335091,43.0912813239852,56.9087186760148
"03-22",86700,1094156.56705016,12.6200296084217,87.6528258362168,12.3471741637832,41.5351787773933,58.4648212226067
"03-23",74759,860365.585182965,11.5085218526595,88.7277785952193,11.2722214047807,42.8657419173611,57.1342580826389
"03-24",77302,943034.42435059,12.1993535012108,85.3910636206049,14.6089363793951,32.2294377894492,67.7705622105508
"03-25",32655,353901.61144978,10.8375933685432,86.832031848109,13.167968151891,40.8880722707089,59.1119277292911
"03-26",87572,1469272.01243342,16.7778743483467,73.789567441648,26.210432558352,44.3657790161239,55.6342209838761
"03-27",60466,697263.606934093,11.5314988081582,87.9171765951113,12.0828234048887,47.8450699566699,52.1549300433301
"03-28",79382,943616.93313368,11.8870390407609,89.1020634400746,10.8979365599254,47.8042881257716,52.1957118742284
"03-29",88237,1067600.55064949,12.0992389887404,88.051497671045,11.948502328955,46.6754309416685,53.3245690583315
"03-30",76230,848454.506165831,11.1301916065306,88.8009969828152,11.1990030171848,50.0314836678473,49.9685163321527
"03-31",82280,959116.423116221,11.6567382488603,86.301652892562,13.698347107438,52.6920272241128,47.3079727758872
"04-01",70491,1057809.93503276,15.0063119409961,76.6452454923324,23.3547545076676,50.1099431133052,49.8900568866948
"04-02",71020,1010320.44825111,14.2258581843301,77.9456491129259,22.0543508870741,49.1762883694734,50.8237116305266
"04-03",84067,1047715.8675994,12.4628673272437,86.4465247956987,13.5534752043013,49.4367587757384,50.5632412242616
"04-04",104426,1420977.15384878,13.6075034363932,84.7576274107981,15.2423725892019,44.6919349587268,55.3080650412732
"04-05",71486,803333.655683568,11.2376361201293,89.3069971742719,10.6930028257281,47.7016478751084,52.2983521248916
"04-06",95864,1304166.12039933,13.6043365642922,83.5548276725361,16.4451723274639,49.2458065592923,50.7541934407077
"04-07",80901,1018730.47228471,12.5923100120481,82.493417881114,17.506582118886,51.5098700881324,48.4901299118676
"04-08",76412,1140115.82916631,14.9206385013651,75.2669737737528,24.7330262262472,51.7366382243627,48.2633617756373
"04-09",69556,1108239.16281634,15.9330490944898,73.7190177698545,26.2809822301455,51.0725171085169,48.9274828914831
"04-10",89377,1258236.97378332,14.0778609013876,82.2795573805341,17.7204426194659,49.2699464067937,50.7300535932063
"04-11",103309,1460861.57208341,14.1406999591851,83.0111606926792,16.9888393073208,46.8061833915729,53.1938166084271
"04-12",115261,1684367.38128335,14.6135065744992,81.5115260148706,18.4884739851294,45.0724876584448,54.9275123415552
"04-13",118090,1761264.68044906,14.9145963286396,80.3692099246338,19.6307900753662,43.6463714116352,56.3536285883648
"04-14",118439,1841847.55239906,15.5510224875174,77.2853536419591,22.7146463580408,41.1367877135065,58.8632122864935
"04-15",100386,1593614.88943342,15.8748718888434,73.806108421493,26.193891578507,42.9880660649891,57.0119339350109
"04-16",102993,1724366.72720015,16.7425623799692,72.7379530647714,27.2620469352286,45.179769498898,54.820230501102
"04-17",91064,1155864.79075029,12.6928840238765,85.7616621277343,14.2383378722657,48.315470438373,51.684529561627
"04-18",95434,1111327.87683257,11.6449889644421,87.9948446046482,12.0051553953518,47.5836703900078,52.4163296099922
"04-19",105378,1309498.77543274,12.4266808577953,86.3984892482302,13.6015107517698,46.1538461538462,53.8461538461538
"04-20",112207,1462955.21688374,13.0380031271111,84.3788711934193,15.6211288065807,47.7153831757377,52.2846168242623
"04-21",114059,1603917.18351673,14.0621711878651,79.7666120165879,20.2333879834121,47.9462383503275,52.0537616496725
"04-22",112863,1952119.39569974,17.2963628088897,64.7076544128722,35.2923455871278,38.7390021530528,61.2609978469472
"04-23",87108,1419831.87306761,16.2996725107639,72.8693116590899,27.1306883409101,45.4263672682188,54.5736327317812
"04-24",98925,1273857.67376604,12.877004536427,84.4144553955016,15.5855446044984,46.7626990144049,53.2373009855951
"04-25",105149,1312205.76523395,12.4794887752996,85.9779931335533,14.0220068664467,44.6280991735537,55.3719008264463
"04-26",107935,1340298.01754981,12.4176404090406,86.377912632603,13.622087367397,44.4823273266318,55.5176726733682
"04-27",102173,1245037.90856689,12.1855862954685,86.0041302496746,13.9958697503254,45.6001096180008,54.3998903819992
"04-28",85135,1023922.83379928,12.0270492018474,84.6937217360663,15.3062782639338,47.2320432254654,52.7679567745346
"04-29",17446,180952.982499973,10.3721760002277,87.974320761206,12.025679238794,60.4493866788949,39.5506133211051
"04-30",24665,276842.650433305,11.2241090789907,84.7597810662883,15.2402189337117,54.0279748631664,45.9720251368336
"05-01",100770,1304796.08266664,12.9482592305908,85.1850749230922,14.8149250769078,45.7140021831894,54.2859978168106
"05-02",89124,1059478.64598311,11.8876918224398,88.014451775055,11.985548224945,46.2243615636641,53.7756384363359
"05-03",100983,1208745.83826663,11.9697952949173,87.472148777517,12.527851222483,45.3818959626868,54.6181040373132
"05-04",91394,1077488.36608342,11.7894869037729,87.447753681861,12.552246318139,48.2132306278312,51.7867693721688
"05-05",111041,1484139.67918273,13.3656908635795,82.8486775155123,17.1513224844877,48.0065921596527,51.9934078403473
"05-06",122073,2149682.36014925,17.6098101967611,71.5219581725689,28.4780418274311,39.6565989203182,60.3434010796818
"05-07",112268,2036513.3104339,18.1397487301273,70.3459578864859,29.6540421135141,36.2694623579292,63.7305376420708
"05-08",114074,1603213.73455011,14.0541555003779,83.1591773760892,16.8408226239108,40.4605782211547,59.5394217788453
"05-09",114690,1493002.51641662,13.01772182768,85.7119190862325,14.2880809137675,39.7645827883861,60.2354172116139
"05-10",122267,1643127.87430035,13.4388500110443,84.4994970024618,15.5005029975382,37.8409546320757,62.1590453679243
"05-11",127278,1776645.80303346,13.9587815885969,83.0559876805104,16.9440123194896,39.6313581294489,60.3686418705511
"05-12",127722,1862525.7313668,14.5826539779115,80.0300652980692,19.9699347019308,39.3745791641221,60.6254208358779
"05-13",120265,2031454.45983231,16.8914851355948,72.5838772710265,27.4161227289735,36.5609279507754,63.4390720492246
"05-14",106250,1865898.69440046,17.56139947671,72.3661176470588,27.6338823529412,38.704,61.296
"05-15",114062,1574856.63398301,13.8070227944714,83.7658466448072,16.2341533551928,40.3648892707475,59.6351107292525
"05-16",120662,1667177.81264789,13.8169250687696,83.8648456017636,16.1351543982364,30.9244003911754,69.0755996088247
"05-17",115162,1500540.46983341,13.0298229436221,84.9516333512791,15.0483666487209,31.5763880446675,68.4236119553325
"05-18",114056,1526822.24700104,13.3866017307378,83.8535456267097,16.1464543732903,37.5070140983377,62.4929859016623
"05-19",118927,1678750.73155019,14.1158082819729,80.3635843836976,19.6364156163024,39.8731995257595,60.1268004742405
"05-20",44265,552325.691616749,12.4777068025923,81.1385970857337,18.8614029142663,51.5599231898791,48.4400768101209
"05-21",113403,1943324.66598223,17.1364484712241,71.978695448974,28.021304551026,39.602126927859,60.397873072141
"05-22",113268,1557142.72976621,13.7474196575044,83.1594095419713,16.8405904580287,40.5065861496628,59.4934138503372
"05-23",121421,1604792.32886738,13.2167609298836,84.8757628416831,15.1242371583169,41.0579718500095,58.9420281499905
"05-24",115799,1520141.85523315,13.1274178121843,84.6199017262671,15.3800982737329,42.7913885266712,57.2086114733288
"05-25",121470,1626256.25149951,13.3881308265376,83.7795340413271,16.2204659586729,43.8733843747427,56.1266156252573
"05-26",120390,1729519.79009903,14.3659754971263,79.2225267879392,20.7774732120608,43.8358667663427,56.1641332336573
"05-27",105109,1852082.11943326,17.6205854820543,69.5915668496513,30.4084331503487,40.7186825105367,59.2813174894633
"05-28",98311,1829379.24598385,18.6080829813941,67.9171201594938,32.0828798405062,38.951897549613,61.048102450387
"05-29",101992,1836169.98708317,18.0030785461918,70.9173268491646,29.0826731508354,37.1813475566711,62.8186524433289
"05-30",111325,1496801.54720053,13.4453316613567,84.2218728946777,15.7781271053223,36.9054569952841,63.0945430047159
"05-31",121072,1637848.6086334,13.5278892612114,84.2994251354566,15.7005748645434,33.679133077838,66.320866922162
"06-01",125771,1750303.72693417,13.9165922743253,83.0803603374387,16.9196396625613,33.134029307233,66.865970692767
"06-02",110717,1546541.80305189,13.968422221085,81.1266562497177,18.8733437502823,37.0701879566824,62.9298120433176
"06-03",105126,1624861.85168314,15.4563271853125,75.0670623822841,24.9329376177159,35.4403287483591,64.5596712516409
"06-04",102893,1658058.47560087,16.1143952999804,74.0662630110892,25.9337369889108,36.0675653348624,63.9324346651376
"06-05",114491,1566430.55401673,13.6816916090936,83.5139879990567,16.4860120009433,39.5393524381829,60.4606475618171
"06-06",111631,1442181.08221617,12.9191808925492,84.5025127428761,15.4974872571239,40.918741209879,59.081258790121
"06-07",91742,1064716.03254976,11.6055463424577,86.0380196638399,13.9619803361601,46.5620980575963,53.4379019424037
"06-08",95888,1181431.39053355,12.3209514280571,83.3639245786751,16.6360754213249,49.5181878858668,50.4818121141331
"06-09",111877,1541558.47933358,13.7790473406828,81.0953100279771,18.9046899720228,47.8740044870706,52.1259955129294
"06-10",121330,2028986.86164961,16.7228786091618,72.4758921948405,27.5241078051595,40.8934311382181,59.1065688617819
"06-11",107702,1810342.52590014,16.8088106618274,73.1564873447104,26.8435126552896,38.7244433715251,61.2755566284749
"06-12",96596,1241193.65099862,12.8493276222477,84.742639446768,15.257360553232,43.6384529380099,56.3615470619901
"06-13",130621,1816582.57191659,13.9072780940017,83.076993745263,16.923006254737,42.8874377014416,57.1125622985584
"06-14",116494,1501914.11849898,12.8926306805414,84.8215358730922,15.1784641269078,43.7550431781894,56.2449568218106
"06-15",133704,1849803.33723354,13.8350635525755,82.1523664213487,17.8476335786513,41.350296176629,58.649703823371
"06-16",105098,1381026.8890507,13.1403726907335,81.3659631962549,18.6340368037451,46.9799615596871,53.0200384403129
"06-17",115671,1878585.69838312,16.2407664702744,71.8883730580699,28.1116269419301,45.2732318385767,54.7267681614233
"06-18",109889,1919027.37844998,17.4633255234829,70.0497775027528,29.9502224972472,42.583880097189,57.416119902811
"06-19",119723,1844661.01878399,15.4077413595045,75.6755176532496,24.3244823467504,42.7394903234967,57.2605096765033
"06-20",127781,1726445.26416705,13.5109700516276,83.132860127875,16.867139872125,42.3380627792864,57.6619372207136
"06-21",131418,1726935.54978332,13.1407839853241,83.5091083413231,16.4908916586769,42.4287388333409,57.5712611666591
"06-22",115888,1469889.96060041,12.6837115197467,83.328731188734,16.671268811266,46.7097542454784,53.2902457545216
"06-23",106646,1378085.11001655,12.9220515538935,81.3663897380117,18.6336102619883,48.5428426757684,51.4571573242316
"06-24",109842,1671653.28936453,15.2187076834409,73.3107554487354,26.6892445512645,47.7176307787549,52.2823692212451
"06-25",115519,1876156.189467,16.2411048352827,71.4168232065721,28.5831767934279,45.1328352911642,54.8671647088358
"06-26",101779,1299626.43288251,12.7691020041711,83.2352449915994,16.7647550084006,43.8793857279006,56.1206142720994
"06-27",118355,1520320.81690096,12.8454295712133,83.7919817498205,16.2080182501795,46.5649951417346,53.4350048582654
"06-28",130137,1729674.97193258,13.2911852273573,82.0681282033549,17.9318717966451,45.9093109569146,54.0906890430854
"06-29",129459,1745973.98523392,13.4866945151276,80.658741377579,19.341258622421,47.2041341274071,52.7958658725929
"06-30",112480,1507445.07933295,13.4018943752928,78.3810455192034,21.6189544807966,50.602773826458,49.397226173542
"07-01",106844,1750613.99481706,16.3847665270589,69.1765564748605,30.8234435251395,48.7009097375613,51.2990902624387
"07-02",82279,1328816.61155056,16.150130793405,69.6556837103028,30.3443162896972,49.1510592010112,50.8489407989888
"07-03",96046,1466798.2806169,15.27183100407,74.1873685525686,25.8126314474314,51.3202007371468,48.6797992628532
"07-04",82545,1411700.08055045,17.1021876618869,69.0847416560664,30.9152583439336,52.3956629717124,47.6043370282876
"07-05",114844,1569052.43180018,13.6624676239086,80.3463829194385,19.6536170805615,51.5716972588903,48.4283027411097
"07-06",121899,1655706.06338235,13.5826057915351,80.4600529946923,19.5399470053077,50.1784264021854,49.8215735978146
"07-07",121972,1678840.99141675,13.764150718335,78.1933558521628,21.8066441478372,50.8149411340308,49.1850588659692
"07-08",115433,1775391.16798304,15.3802739942914,71.2084066081623,28.7915933918377,46.8236985957222,53.1763014042778
"07-09",87886,1299462.81848312,14.7857772396413,73.8479393760098,26.1520606239902,45.4429601984389,54.5570398015611
"07-10",122683,1651899.67463406,13.4647805697128,81.1228939624887,18.8771060375113,46.9298924871417,53.0701075128583
"07-11",132806,1783088.69696593,13.4262661097085,81.4707166844871,18.5292833155129,45.0070026956613,54.9929973043387
"07-12",132644,1724142.56520005,12.9982702964329,81.6591779500015,18.3408220499985,43.9959591085914,56.0040408914086
"07-13",130762,1739958.79794942,13.3063030387226,81.0984842691302,18.9015157308698,45.2440311405454,54.7559688594546
"07-14",105761,1380326.98865091,13.0513798909891,79.761916018192,20.238083981808,49.2648518830193,50.7351481169807
"07-15",109158,1691135.69933297,15.4925493260498,70.6947727147804,29.3052272852196,48.2163469466278,51.7836530533722
"07-16",64586,893486.892999479,13.8340645495848,75.4823026662125,24.5176973337875,51.6799306351222,48.3200693648778
"07-17",124097,1690342.32909932,13.621137731769,80.4983198626881,19.5016801373119,48.2195379420937,51.7804620579063
"07-18",121870,1564046.5788329,12.8337292100839,82.5494379256585,17.4505620743415,47.6056453598096,52.3943546401904
"07-19",131269,1711980.66165048,13.0417742319244,81.9957491867844,18.0042508132156,48.3061499668619,51.6938500331381
"07-20",138662,1861950.61230118,13.4279803572803,80.1834677128557,19.8165322871443,48.1826311462405,51.8173688537595
"07-21",124158,1726683.2059327,13.9071441705949,77.4271492775335,22.5728507224665,50.6121232622948,49.3878767377052
"07-22",132039,2170614.76304943,16.4391942005728,68.6471421322488,31.3528578677512,46.0735085845849,53.9264914154151
"07-23",121735,1988348.97546546,16.3334207538132,69.3333880970961,30.6666119029039,45.9900603770485,54.0099396229515
"07-24",124999,1700350.00973292,13.6029089011346,79.9910399283194,20.0089600716806,46.8555748445988,53.1444251554012
"07-25",111058,1394262.49331597,12.5543634255612,82.6982297538223,17.3017702461777,48.6106358839525,51.3893641160475
"07-26",142166,1910147.64526749,13.436037064189,80.5431678460391,19.4568321539609,48.2548569981571,51.7451430018429
"07-27",127622,1639103.22531635,12.843422178906,81.0612590305747,18.9387409694253,50.2969707417216,49.7030292582784
"07-28",124766,1662084.08186713,13.3216107101865,77.8729782152189,22.1270217847811,53.9129249955918,46.0870750044082
"07-29",119267,1822783.70979918,15.2832192458867,70.4796800456119,29.5203199543881,52.0948795559543,47.9051204440457
"07-30",127802,2145331.61716661,16.7863696747046,69.292342842835,30.707657157165,47.3998841958655,52.6001158041345
"07-31",129766,1754373.62058206,13.5195168270739,79.7697393770325,20.2302606229675,48.3285298152058,51.6714701847942
"08-01",141725,1943773.18061718,13.7151044672228,80.6830128770506,19.3169871229494,48.9144469924149,51.0855530075851
"08-02",143857,1958193.27173297,13.6120819406283,80.5000799404965,19.4999200595035,48.3646954962219,51.6353045037781
"08-03",139410,1891089.66701614,13.5649499104522,80.2309733878488,19.7690266121512,47.2720751739473,52.7279248260527
"08-04",127560,1729507.95206732,13.5583878337043,78.359987456883,21.640012543117,49.6887739103167,50.3112260896833
"08-05",137059,2418921.56031631,17.6487611927444,66.8536907463209,33.1463092536791,46.6492532413048,53.3507467586952
"08-06",123155,2047363.25893438,16.6242804509307,69.7811700702367,30.2188299297633,48.9147821850514,51.0852178149486
"08-07",98969,1262640.65691519,12.7579409402456,81.2456425749477,18.7543574250523,52.792288494377,47.207711505623
"08-08",132907,1777968.23158247,13.377536409538,81.6029253538188,18.3970746461812,51.6857652343368,48.3142347656632
"08-09",140710,1926752.25939986,13.6930726984569,81.1164807049961,18.8835192950039,50.8087555966172,49.1912444033828
"08-10",89651,1060021.09903367,11.8238625228237,83.5975058839277,16.4024941160723,53.3569062252513,46.6430937747487
"08-11",135360,1921781.45848259,14.1975580561659,77.4098699763593,22.5901300236407,53.9391252955083,46.0608747044917
"08-12",132005,2361034.87891631,17.8859503724578,67.4625961137836,32.5374038862164,48.6299761372675,51.3700238627325
"08-13",116922,1931017.25638271,16.5154312822457,70.7095328509605,29.2904671490395,51.7002788183575,48.2997211816425
"08-14",123081,1662430.10723418,13.5067972086203,80.3617130182563,19.6382869817437,51.4864195123537,48.5135804876463
"08-15",128808,1707706.46871672,13.2577671318296,82.0779765231973,17.9220234768027,51.7879324265574,48.2120675734426
"08-16",135633,1830841.79689924,13.498498130243,81.2258078786136,18.7741921213864,51.7595275486054,48.2404724513946
"08-17",131527,1745801.05161714,13.273328302304,80.7248701787466,19.2751298212534,50.7431934127594,49.2568065872406
"08-18",127166,1830550.36151673,14.3949669055938,76.8153437239514,23.1846562760486,51.6191434817483,48.3808565182517
"08-19",143340,2697917.6326344,18.8218057250897,66.0108832147342,33.9891167852658,44.3965396958281,55.6034603041719
"08-20",118792,1977472.67910045,16.6465138990877,69.9154825240757,30.0845174759243,47.2422385345815,52.7577614654186
"08-21",121420,1641623.45721732,13.5202063681216,80.4875638280349,19.5124361719651,48.6040191072311,51.3959808927689
"08-22",136111,1844768.03671639,13.5534088847808,81.3270051649022,18.6729948350978,47.5354673758917,52.4645326241083
"08-23",136720,1838071.15326493,13.4440546610953,81.5140433001755,18.4859566998245,47.0925980105325,52.9074019894675
"08-24",100987,1252234.82268251,12.3999606155495,83.1215899076119,16.8784100923881,50.6580054858546,49.3419945141454
"08-25",98154,1270286.88304954,12.9417739781315,79.6544206043564,20.3455793956436,56.2198178372761,43.7801821627239
"08-26",124422,2032046.19661741,16.3318882240873,69.8887656523766,30.1112343476234,51.4507080741348,48.5492919258652
"08-27",124929,2057322.18038238,16.4679312279966,70.5464703951845,29.4535296048155,50.9649480905154,49.0350519094846
"08-28",121316,1632722.95199878,13.4584304790695,81.2547396880873,18.7452603119127,51.754921032675,48.245078967325
"08-29",134291,1767538.20650005,13.1620004803006,81.9265624650944,18.0734375349055,51.7048797015437,48.2951202984563
"08-30",129609,1705736.17166776,13.1606306017924,81.7281207323565,18.2718792676435,51.4956523080959,48.5043476919041
"08-31",137031,1854208.6902837,13.5313081732142,80.6292006918143,19.3707993081857,49.9974458334245,50.0025541665754
"09-01",126814,1829612.90473307,14.4275309093087,75.4758938287571,24.5241061712429,50.2263157064677,49.7736842935323
"09-02",117986,2023144.29318338,17.1473250485934,68.16995236723,31.83004763277,48.526943874697,51.473056125303
"09-03",110654,1903602.26506655,17.2031943270603,67.1281652719287,32.8718347280713,49.8915538525494,50.1084461474506
"09-04",110362,1756274.33208264,15.913759555668,70.6982475852195,29.3017524147805,51.0329642449394,48.9670357550606
"09-05",132287,1693588.10735025,12.802377462262,82.7889361766462,17.2110638233538,49.6677678078723,50.3322321921277
"09-06",140254,1806500.61506567,12.8802074455321,83.2560925178605,16.7439074821395,48.4799007514937,51.5200992485063
"09-07",143654,1837655.51669862,12.7922335382142,82.3450791485096,17.6549208514904,48.6042852966155,51.3957147033845
"09-08",119403,1528281.24260089,12.7993538068634,80.6562649179669,19.3437350820331,52.8278183965227,47.1721816034773
"09-09",124567,1827592.61173301,14.6715631887497,73.0418168535808,26.9581831464192,52.3140157505599,47.6859842494401
