date,TMAX,TMIN,PRCP,SNOW,AWND,TEMP_AVG,RAIN_FLAG,HOT_DAY,COLD_DAY,WEEKDAY,IS_WEEKEND,trips,total_time,avg_time,member_percent,casual_percent,ebike_percent,regular_percent,month,dayofweek,weather_comfort
2023-01-17,-1.171791547908215,-1.1413894187524414,-0.35575609513752776,-0.09089765391678473,-0.6849874974329487,-1.1742242714887228,0,0,0,-1.0082760031930535,0,-0.9619378504044972,-1.06297882049217,-1.0176308886863765,1.3685394648402678,-1.3685394648402702,-0.39247576611891394,0.39247576611891377,1,1,-1.1186296779932225
2023-01-18,-0.772647733829772,-0.6407664134811796,-0.2440185508529943,-0.09089765391678473,1.3545662781547267,-0.7200475390472267,1,0,0,-0.5082590206831469,0,-0.6245494694569241,-0.7920258235651029,-0.8667238032323912,1.3062444099024653,-1.3062444099024613,-0.6030238889699344,0.6030238889699341,1,2,-0.682225513373425
2023-01-19,-1.359623931003953,-0.7948042612569522,1.5437821576995419,-0.09089765391678473,-0.17509905353602984,-1.1057866816687711,1,0,0,-0.00824203817324019,0,-1.976476109115057,-1.811188623843489,-1.5037689885165428,1.6865252116740153,-1.686525211674017,-0.04503011572049181,0.04503011572049179,1,3,-1.3244339147173319
2023-01-20,-1.0426567845298953,-0.7948042612569522,-0.35575609513752776,-0.09089765391678473,0.9466555230371917,-0.9378035066561631,0,0,0,0.49177494433666646,0,-0.8843744317766609,-0.9937951295437791,-0.9499075507466287,1.0438784594336183,-1.0438784594336186,-0.02467742786237458,0.02467742786237457,1,4,-0.883070611863218
2023-01-21,-1.4887586943822728,-1.000188058291316,-0.35575609513752776,-0.09089765391678473,0.4367670791402728,-1.2737698566813795,0,0,0,0.9917919268465731,1,-1.1776415927076749,-1.0847441738026615,-0.4097554500300806,0.17909271689660625,-0.17909271689660625,-0.2390530472197132,0.2390530472197131,1,5,-1.2178124426795405
2023-01-22,-1.4887586943822728,-1.0772069821792025,0.7616193477078073,-0.09089765391678473,0.028856324022737703,-1.3110994511286256,1,0,0,1.4918089093564797,1,-1.7538715956698696,-1.5404787254843326,-0.5690874689976042,0.3307154685014109,-0.33071546850141037,-0.5033164669224904,0.5033164669224902,1,6,-1.4161779720521759
2023-01-23,-1.6883306014214943,-1.0772069821792025,0.5381442591387402,-0.09089765391678473,1.3545662781547267,-1.4168666353958235,1,0,0,-1.50829298570296,0,-1.7858774346769277,-1.7127437286557812,-1.6575170296064154,1.7583942898319134,-1.7583942898319194,0.39635406624242236,-0.3963540662424222,1,0,-1.4893252610083352
2023-01-24,-1.230489167625633,-1.1413894187524414,-0.35575609513752776,-0.09089765391678473,1.0486332118165755,-1.205332266861428,0,0,0,-1.0082760031930535,0,-0.8777234623049502,-1.0027365400223363,-1.006123179582276,1.4078427908394784,-1.4078427908394713,-0.10925775032593565,0.1092577503259356,1,1,-1.1496242919576969
2023-01-25,-0.713950114112354,-1.1413894187524414,1.6125437234131006,-0.09089765391678473,0.6407224566990404,-0.9315819075816222,1,0,0,-0.5082590206831469,0,-1.6779631131077641,-1.6266412125135328,-1.5208802512329336,1.6834051902135574,-1.6834051902135565,-0.0009032942263693456,0.0009032942263693452,1,2,-1.1607823529849077
2023-01-26,-0.5143782070731323,-0.7177853373690659,0.6069058248522992,-0.09089765391678473,1.9664324108310294,-0.62050195385457,1,0,0,-0.00824203817324019,0,-0.9777690312596957,-1.0893081050141624,-1.0853512700754013,1.3873404530013054,-1.387340453001299,0.04000936298746331,-0.04000936298744908,1,3,-0.7057814199864252
2023-01-27,-1.359623931003953,-1.1413894187524414,-0.35575609513752776,-0.09089765391678473,0.5387447679196565,-1.2737698566813793,0,0,0,0.49177494433666646,0,-0.9428280226266245,-1.041637984581987,-0.9820509064342422,1.03548163550639,-1.03548163550639,-0.10004779403584362,0.10004779403584356,1,4,-1.2178124426795405
2023-01-28,-0.8430848774906737,-1.0772069821792025,-0.35575609513752776,-0.09089765391678473,1.1506109005959593,-0.9689115020288682,0,0,0,0.9917919268465731,1,-0.9097293013120084,-0.752954389077513,0.13991190110743337,-0.23968088515358557,0.239680885153585,-0.6877288292019198,0.6877288292019195,1,5,-0.9140652258276923
2023-01-29,-0.772647733829772,-0.6407664134811796,-0.35575609513752776,-0.09089765391678473,0.028856324022737703,-0.7200475390472267,0,0,0,1.4918089093564797,1,-1.1761115574770935,-1.0382554570454474,-0.19023967037815817,-0.06058568594015734,0.06058568594015734,-0.5378059018940795,0.5378059018940793,1,6,-0.6661083141118982
2023-01-30,-0.6435129704514521,-0.5765839769079408,-0.35575609513752776,-0.09089765391678473,-0.7869651862123325,-0.62050195385457,0,0,0,-1.50829298570296,0,-0.7885130407994235,-0.8650638687020656,-0.7005713857783199,1.0789305356329075,-1.0789305356329062,-0.7555904529833293,0.7555904529833289,1,0,-0.5669255494255804
2023-01-31,-0.9722196408689935,-1.4237921396746915,-0.22682815942460452,-0.09089765391678473,-0.17509905353602984,-1.205332266861428,1,0,1,-1.0082760031930535,0,-1.1951277096286042,-1.2852778064639034,-1.3266877858672297,1.5394531368878677,-1.5394531368878746,-0.7244298917109429,0.7244298917109425,1,1,-1.1682210603363816
2023-02-01,-1.758767745082396,-1.7703772971701806,-0.31278011656655336,5.5170254012882385,0.4367670791402728,-1.790162579868286,1,0,1,-0.5082590206831469,0,-1.1008588042995229,-1.1946426169137137,-1.1889344848823202,1.6313214735074932,-1.6313214735074928,-0.760432254185137,0.7604322541851366,2,2,-1.7385219572827084
2023-02-02,-1.6296329817040762,-1.5649935001358166,-0.35575609513752776,-0.09089765391678473,0.13083401280212148,-1.6221794048556777,0,0,1,-0.00824203817324019,0,-1.0147709036727335,-1.1692022319971107,-1.3294622796041198,1.537420168467276,-1.5374201684672693,-0.5285508650153105,0.5285508650153102,2,3,-1.5649521190816524
2023-02-03,-1.946600128178134,-2.84864223160059,-0.35575609513752776,-0.09089765391678473,3.292142364963019,-2.4123224873223905,0,0,1,0.49177494433666646,0,-1.7972746358843192,-1.7541212334193943,-1.9118642227262352,1.649230665072826,-1.6492306650728275,0.24510444312165575,-0.2451044431216556,2,4,-2.352215313779299
2023-02-04,-2.463139181691413,-3.413447673445091,-0.35575609513752776,-0.09089765391678473,1.8644547220516456,-2.9598232058820018,0,0,1,0.9917919268465731,1,-2.212757264009114,-1.9899478066155212,-1.8530668217933781,1.2115682489003639,-1.2115682489003625,0.6277473155233966,-0.6277473155233962,2,5,-2.8977205195540465
2023-02-05,-1.0426567845298953,-1.706194860596942,-0.35575609513752776,-0.09089765391678473,-0.48103211987418115,-1.3795370409485772,0,0,1,1.4918089093564797,1,-1.4314713149402358,-1.2830612056784692,-0.45159008712535725,0.39574238983407256,-0.39574238983407284,0.34484098333151064,-0.3448409833315105,2,6,-1.323194130158753
2023-02-06,-0.8430848774906737,-1.2184083426403278,-0.35575609513752776,-0.09089765391678473,0.13083401280212148,-1.0373490918488197,0,0,0,-1.50829298570296,0,-0.9631244083384174,-1.0885656566912765,-1.124921999149462,1.3618586833563429,-1.3618586833563462,0.24283069664648363,-0.24283069664648352,2,0,-0.9822533765495358
2023-02-07,-1.4300610746648548,-1.4879745762479302,-0.31278011656655336,-0.09089765391678473,0.13083401280212148,-1.479082626141234,1,0,1,-1.0082760031930535,0,-0.9222818352445326,-1.1074360091709718,-1.3211835705579689,1.5027118471079564,-1.5027118471079537,0.16154451230144054,-0.16154451230144048,2,1,-1.4285758176379655
2023-02-08,-0.772647733829772,-0.858986697830191,-0.35575609513752776,-0.09089765391678473,0.6407224566990404,-0.8258147233144244,0,0,0,-0.5082590206831469,0,-0.5358386512919954,-0.707686882265848,-0.7871718873922497,1.2739834365059748,-1.2739834365059743,0.12075547468608155,-0.1207554746860815,2,2,-0.7714900015911107
2023-02-09,-0.6435129704514521,-0.6407664134811796,-0.35575609513752776,-0.09089765391678473,-0.48103211987418115,-0.6516099492272752,0,0,0,-0.00824203817324019,0,-0.6174613470621902,-0.8154855701086114,-0.9717763516355885,1.2183237912056804,-1.218323791205679,0.3062958118312099,-0.30629581183120974,2,3,-0.5979201633900547
2023-02-10,-0.2561086803164926,-0.4353826164468157,-0.35575609513752776,-0.09089765391678473,1.762477033272262,-0.346751594574764,0,0,0,0.49177494433666646,0,-0.37481024957550907,-0.47516170377178407,-0.39035072316925096,0.665475761914783,-0.6654757619147827,0.32392960467846765,-0.3239296046784675,2,4,-0.2941729465382066
2023-02-11,-1.230489167625633,-1.0772069821792025,-0.35575609513752776,-0.09089765391678473,0.5387447679196565,-1.1742242714887228,0,0,0,0.9917919268465731,1,-1.004622710816837,-0.8728388760545117,-0.04817913962365572,0.008661307567930286,-0.008661307567945276,0.46221066476339345,-0.46221066476340744,2,5,-1.1186296779932225
2023-02-12,-1.1013544042473133,-0.9360056217180774,-0.32997050799494315,-0.09089765391678473,-0.17509905353602984,-1.0373490918488197,1,0,0,1.4918089093564797,1,-1.2497093745889334,-1.154478170817701,-0.4881641148562294,0.23285817128199762,-0.23285817128199707,0.518764083032812,-0.5187640830328116,2,6,-0.9859727302252728
2023-02-13,-0.5143782070731323,-0.7177853373690659,-0.35575609513752776,-0.09089765391678473,1.252588589375343,-0.62050195385457,0,0,0,-1.50829298570296,0,-0.7407696965635291,-0.8361044648431454,-0.7214643655970456,1.1650215857328314,-1.1650215857328299,0.2510375789613033,-0.25103757896130313,2,0,-0.5669255494255804
2023-02-14,-0.713950114112354,-0.7948042612569522,-0.35575609513752776,-0.09089765391678473,0.4367670791402728,-0.7635987325690138,0,0,0,-1.0082760031930535,0,-0.5488907885651176,-0.6781237419565076,-0.6477404792824728,1.1401574238988188,-1.1401574238988181,0.16424083668980438,-0.1642408366898043,2,1,-0.709500773662162
2023-02-15,0.13129560981846652,-0.2941812559856905,-0.35575609513752776,-0.09089765391678473,-0.07312136475664607,-0.07300123529495821,0,0,0,-0.5082590206831469,0,-0.21484350495779347,-0.30677754829392195,-0.23964331724084834,0.9542743112809273,-0.9542743112809259,-0.012211756437113018,0.012211756437113011,2,2,-0.021420343650832927
2023-02-16,0.3308675168576884,0.3476431097466964,-0.20104257228201988,-0.09089765391678473,-0.48103211987418115,0.34384590269929205,1,0,0,-0.00824203817324019,0,-0.6648612140014236,-0.7993596535017047,-0.7879838621811625,1.070082936233873,-1.0700829362338733,0.08459692019648973,-0.08459692019648969,2,3,0.37159136141870147
2023-02-17,-0.2561086803164926,-1.359609703101453,0.03962290771543687,-0.09089765391678473,1.1506109005959593,-0.794706727941719,1,0,0,0.49177494433666646,0,-1.4399333465216142,-1.4721875477173318,-1.4883752641997348,1.2261147245870228,-1.2261147245870232,1.0092314208718576,-1.009231420871857,2,4,-0.797525477321269
2023-02-18,-1.4300610746648548,-1.706194860596942,-0.35575609513752776,-0.09089765391678473,1.6604993444928782,-1.5848498104084316,0,0,1,0.9917919268465731,1,-1.3637438370804222,-1.2186904027920056,-0.37723563464745213,0.10221098810096248,-0.1022109881009619,0.5326243643189402,-0.5326243643189399,2,5,-1.5277585823242834
2023-02-19,-0.9722196408689935,-1.000188058291316,-0.35575609513752776,-0.09089765391678473,-0.583009808653565,-1.0000194974015735,0,0,0,1.4918089093564797,1,-1.3887240041103213,-1.18389831891828,-0.08262903670965163,-0.18893229069360865,0.18893229069360865,0.6928402416014381,-0.6928402416014378,2,6,-0.9450598397921666
2023-02-20,-0.2561086803164926,-0.2941812559856905,-0.35575609513752776,-0.09089765391678473,0.6407224566990404,-0.27831400475481266,0,0,0,-1.50829298570296,0,-0.7805818377674306,-0.5408811450736988,0.5640366695566911,-0.29238139855769274,0.2923813985576933,0.5640041135616685,-0.5640041135616681,2,0,-0.22598479581636327
2023-02-21,-0.9722196408689935,-1.000188058291316,0.23731240914191926,-0.09089765391678473,0.13083401280212148,-1.0000194974015735,1,0,0,-1.0082760031930535,0,-1.2329726626789013,-1.2586510889147084,-1.0711460353321518,1.2674248654522462,-1.2674248654522449,0.677203176635703,-0.6772031766357026,2,1,-1.0306049743341155
2023-02-22,-1.359623931003953,-1.000188058291316,-0.046329049426511934,-0.09089765391678473,0.6407224566990404,-1.205332266861428,1,0,0,-0.5082590206831469,0,-1.2886159847380012,-1.3566030213257496,-1.3826322362904635,1.4595909996848748,-1.4595909996848755,0.604299538143397,-0.6042995381433968,2,2,-1.1942565360665398
2023-02-23,-1.359623931003953,-0.9360056217180774,-0.31278011656655336,-0.09089765391678473,1.252588589375343,-1.1742242714887228,1,0,0,-0.00824203817324019,0,-0.9443268326484184,-1.0709462234848934,-1.1033762251843582,1.257248121318373,-1.2572481213183715,0.6060997777943525,-0.6060997777943522,2,3,-1.1248286007861177
2023-02-24,-1.300926311286535,-1.8473962210580668,-0.35575609513752776,-0.09089765391678473,1.8644547220516456,-1.5848498104084314,0,0,1,0.49177494433666646,0,-1.128774140955435,-1.213045280909979,-1.1884606565906142,1.0343825301025673,-1.0343825301025666,0.8423904568290999,-0.8423904568290994,2,4,-1.5277585823242834
2023-02-25,-2.0757348915564537,-1.988597581519192,-0.35575609513752776,-0.09089765391678473,-0.48103211987418115,-2.063912939148092,0,0,1,0.9917919268465731,1,-1.6389628273323344,-1.5389944806721636,-1.1086896261960344,0.6694599127269534,-0.6694599127269525,1.060431693737757,-1.0604316937377565,2,5,-2.005075637377187
2023-02-26,-0.9722196408689935,-1.4879745762479302,-0.35575609513752776,-0.09089765391678473,0.334789390360889,-1.236440262234133,0,0,1,1.4918089093564797,1,-1.2812156102553935,-1.137425777698884,-0.28011675830058613,0.17536871449651298,-0.17536871449651356,0.663701683277163,-0.6637016832771626,2,6,-1.1806189059221712
2023-02-27,-1.230489167625633,-1.2825907792135665,0.09978927771480108,12.80732537305477,0.23281170158150524,-1.2737698566813793,1,0,0,-1.50829298570296,0,-1.1624973664457987,-1.2363559563874498,-1.1930552295310417,1.415436202728764,-1.4154362027287708,0.42231973858155963,-0.4223197385815594,2,0,-1.2835210242842259
2023-02-28,-1.758767745082396,-1.359609703101453,0.3834307362832322,12.80732537305477,0.4367670791402728,-1.5910714094829725,1,0,0,-1.0082760031930535,0,-1.7153396880262506,-1.6623042141900062,-1.6059106228042925,1.7204928824455346,-1.7204928824455412,0.9830017100407004,-0.9830017100406998,2,1,-1.6405789771549697
2023-03-01,-1.359623931003953,-1.2825907792135665,-0.35575609513752776,-0.09089765391678473,0.5387447679196565,-1.3422074465013307,0,0,0,-0.5082590206831469,0,-0.7978806034356357,-1.0003109148553018,-1.2149131326334115,1.4251759935994919,-1.4251759935994908,0.3939204861665383,-0.3939204861665381,3,2,-1.2860005934013838
2023-03-02,-0.713950114112354,-0.858986697830191,-0.35575609513752776,-0.09089765391678473,0.4367670791402728,-0.7947067279417193,0,0,0,-0.00824203817324019,0,-0.6885611474710402,-0.8579951796670825,-0.9474379988964053,1.2184323796277734,-1.2184323796277727,0.3590394169138909,-0.35903941691389074,3,3,-0.7404953876266365
2023-03-03,-1.171791547908215,-1.000188058291316,-0.02913865799812219,-0.09089765391678473,0.5387447679196565,-1.1057866816687711,1,0,0,0.49177494433666646,0,-0.9486671366698634,-1.0842965256472166,-1.1482230642887987,1.0568327988991513,-1.0568327988991657,0.47398686361076964,-0.47398686361076936,3,4,-1.0975533404973798
2023-03-04,-1.300926311286535,-0.9360056217180774,1.8016380291253884,-0.09089765391678473,1.5585216557134944,-1.1431162761160174,1,0,0,0.9917919268465731,1,-1.223417748789965,-1.1217954809540358,-0.4228023495973738,0.22512746464429187,-0.22512746464429242,0.46838305453199164,-0.4683830545319914,3,5,-1.3988209882320701
2023-03-05,-0.772647733829772,-0.9360056217180774,-0.35575609513752776,-0.09089765391678473,1.5585216557134944,-0.8631443177616706,0,0,0,1.4918089093564797,1,-0.9669338838104771,-0.7371063479825619,0.4109447179757385,-0.35654910148890256,0.35654910148890373,0.040221187120161775,-0.040221187120161754,3,6,-0.8086835383484797
2023-03-06,-0.8430848774906737,-0.7948042612569522,-0.35575609513752776,-0.09089765391678473,0.334789390360889,-0.8320363223889654,0,0,0,-1.50829298570296,0,-0.7215037427417196,-0.8539527061264081,-0.84384922776907,1.1259303932523435,-1.1259303932523432,-0.0010992148887973608,0.0010992148887973602,3,0,-0.7776889243840055
2023-03-07,-1.171791547908215,-1.2825907792135665,-0.22682815942460452,1.5914792626447225,2.7822539210660997,-1.242661861308674,1,0,0,-1.0082760031930535,0,-0.9076059871144669,-1.0974238984786453,-1.3190476016795345,1.4499652532968186,-1.4499652532968121,0.41956393184205315,-0.41956393184205293,3,1,-1.2054145970937507
2023-03-08,-1.1013544042473133,-1.4237921396746915,-0.35575609513752776,-0.09089765391678473,1.762477033272262,-1.2737698566813793,0,0,1,-0.5082590206831469,0,-0.7499186827382296,-0.9495783180030034,-1.140174906334414,1.3568187784242216,-1.3568187784242218,0.3998940822185639,-0.39989408221856365,3,2,-1.2178124426795405
2023-03-09,-0.9017824972080919,-1.2825907792135665,-0.35575609513752776,-0.09089765391678473,1.4565439669341105,-1.0995650825942302,0,0,0,-0.00824203817324019,0,-0.5771183773089035,-0.7811047423889255,-0.9476554367678651,1.131327535660764,-1.1313275356607646,0.31577059883955516,-0.315770598839555,3,3,-1.0442426044784845
2023-03-10,-1.230489167625633,-1.1413894187524414,0.42640671485420667,-0.09089765391678473,-0.3790544310947974,-1.205332266861428,1,0,0,0.49177494433666646,0,-1.130272950977229,-1.2390329305388859,-1.3064759723737107,1.1035860936342279,-1.1035860936342277,0.755102246339892,-0.7551022463398915,3,4,-1.2624446867883834
2023-03-11,-1.300926311286535,-1.1413894187524414,0.5209538677103503,-0.09089765391678473,1.6604993444928782,-1.242661861308674,1,0,0,0.9917919268465731,1,-1.458043967618291,-1.3742391150256723,-0.8609075883820322,0.34338884780254264,-0.3433888478025412,0.8540314911494253,-0.8540314911494249,3,5,-1.3132758536901212
2023-03-12,-1.1013544042473133,-1.2184083426403278,-0.35575609513752776,-0.09089765391678473,-0.17509905353602984,-1.1742242714887228,0,0,0,1.4918089093564797,1,-1.228195205734433,-1.0404277898352814,0.000757345611875278,-0.18386394261379344,0.18386394261379285,0.4452155818459606,-0.4452155818459604,3,6,-1.1186296779932225
2023-03-13,-1.300926311286535,-0.9360056217180774,1.1054271762756025,-0.09089765391678473,1.1506109005959593,-1.1431162761160174,1,0,0,-1.50829298570296,0,-1.9591148930292772,-1.8262052361563943,-1.7254092756734047,1.5824334792547086,-1.5824334792547075,1.1658106848197618,-1.1658106848197611,3,0,-1.2983984389871734
2023-03-14,-1.758767745082396,-1.2825907792135665,-0.07211463656909661,-0.09089765391678473,2.5782985435073322,-1.5537418150357265,1,0,0,-1.0082760031930535,0,-1.754808351933491,-1.7164766790613095,-1.8190779904398202,1.7256150967239645,-1.7256150967239652,0.9931923788463162,-0.9931923788463157,3,1,-1.537676858792915
2023-03-15,-1.300926311286535,-1.2184083426403278,-0.35575609513752776,-0.09089765391678473,3.802030808859938,-1.2799914557559204,0,0,0,-0.5082590206831469,0,-0.9364268548252129,-1.1296159425159824,-1.3768201958556798,1.3432209836736424,-1.3432209836736368,0.336797119368107,-0.33679711936810686,3,2,-1.2240113654724352
2023-03-16,-0.38524344369481256,-1.2184083426403278,-0.35575609513752776,-0.09089765391678473,0.7427001454784241,-0.794706727941719,0,0,0,-0.00824203817324019,0,-0.3827726778162894,-0.49722288748914384,-0.44433384830457745,0.7624662897662833,-0.7624662897662827,-0.9425378775827553,0.9425378775827549,3,3,-0.7404953876266362
2023-03-17,-0.3148063000339109,-0.2941812559856905,-0.35575609513752776,-0.09089765391678473,-0.583009808653565,-0.30942200012751786,0,0,0,0.49177494433666646,0,-0.4021010820556737,-0.44075817627372416,-0.20407058294248523,0.3201428456458592,-0.3201428456458575,-1.7251720667200725,1.7251720667200716,3,4,-0.25697940978083755
2023-03-18,-0.584815350734034,-0.7948042612569522,-0.31278011656655336,-0.09089765391678473,1.0486332118165755,-0.6951611427490623,1,0,0,0.9917919268465731,1,-0.6566177588815569,-0.39082485470954037,0.7256577797176009,-0.7736687337794151,0.7736687337794169,-1.4284447101357447,1.428444710135744,3,5,-0.6475115457332133
2023-03-19,-1.6296329817040762,-1.5649935001358166,-0.35575609513752776,-0.09089765391678473,1.8644547220516456,-1.6221794048556777,0,0,1,1.4918089093564797,1,-1.4695972948696192,-1.3503354852277683,-0.6758752628293945,0.30672612787669634,-0.30672612787669634,-0.49654966227221564,0.49654966227221536,3,6,-1.5649521190816524
2023-03-20,-0.9017824972080919,-1.4237921396746915,-0.35575609513752776,-0.09089765391678473,0.13083401280212148,-1.1680026724141819,0,0,1,-1.50829298570296,0,-0.8355694304419957,-0.9195319207069061,-0.7846516295624317,1.0709372904011525,-1.0709372904011507,-0.5290373764084584,0.5290373764084582,3,0,-1.1124307552003276
2023-03-21,-0.126973916938173,-0.7948042612569522,-0.35575609513752776,-0.09089765391678473,0.5387447679196565,-0.4525187788419617,0,0,0,-1.0082760031930535,0,-0.24909755899754243,-0.2820340685049291,-0.07600652252392362,0.690636983907099,-0.6906369839070985,-1.134462700158292,1.1344627001582914,3,1,-0.3995546340174191
2023-03-22,-0.1856715366555911,-0.2171623320978041,-0.35575609513752776,-0.09089765391678473,-0.48103211987418115,-0.20365481586031997,0,0,0,-0.5082590206831469,0,-0.2719856370386874,-0.3465011420677568,-0.22556616382384348,0.8930541774989006,-0.8930541774988991,-1.3568402097070977,1.356840209707097,3,2,-0.1515977223016248
2023-03-23,-0.3148063000339109,-0.2171623320978041,-0.15806659371104545,-0.09089765391678473,0.028856324022737703,-0.27209240568027154,1,0,0,-0.00824203817324019,0,-0.6448458551687171,-0.7937532301742926,-0.8200702174199779,1.0675111753104425,-1.067511175310441,-1.1666937967913704,1.16669379679137,3,3,-0.24830091787078473
2023-03-24,-0.6435129704514521,-0.4995650530200544,-0.35575609513752776,-0.09089765391678473,0.23281170158150524,-0.5831723594073237,0,0,0,0.49177494433666646,0,-0.5654401492224257,-0.6356042261204636,-0.4505701277560828,0.5259866551406297,-0.5259866551406297,-2.6866931232811546,2.686693123281154,3,4,-0.5297320126682112
2023-03-25,-1.171791547908215,-0.6407664134811796,-0.02913865799812219,-0.09089765391678473,1.5585216557134944,-0.9315819075816221,1,0,0,0.9917919268465731,1,-1.9595520459523004,-1.7626403446121532,-1.1789248465599536,0.7598452957244805,-0.7598452957244805,-1.449316077499018,1.4493160774990173,3,5,-0.9239835022963241
