date,TMAX,TMIN,PRCP,SNOW,AWND,TEMP_AVG,RAIN_FLAG,HOT_DAY,COLD_DAY,WEEKDAY,IS_WEEKEND,trips,total_time,avg_time,member_percent,casual_percent,ebike_percent,regular_percent
2023-01-31,10.0,-0.5,1.5,0,19,4.75,1,0,1,1,0,57136,603432.15466708,10.5613300662818,91.6357462895547,8.36425371044525,45.9605152618314,54.0394847381686
2023-02-01,3.3,-3.2,0.5,10,25,0.0499999999999998,1,0,1,2,0,60155,650809.663951309,10.8188789618703,92.2018119857036,7.7981880142964,45.7085861524395,54.2914138475605
2023-02-02,4.4,-1.6,0.0,0,22,1.4,0,0,1,3,0,62912,664108.053666854,10.5561427655591,91.6232197355036,8.37678026449644,47.3311927772126,52.6688072227874
2023-02-03,1.7,-11.6,0.0,0,53,-4.95,0,0,1,4,0,37852,358354.785450203,9.46726158327709,92.312163161788,7.68783683821198,52.7449011941245,47.2550988058755
2023-02-04,-2.7,-16.0,0.0,0,39,-9.35,0,0,1,5,1,24546,235081.741983125,9.57719147653889,89.6154159537195,10.3845840462805,55.4224720932127,44.5775279067873
2023-02-05,9.4,-2.7,0.0,0,16,3.35,0,0,1,6,1,49567,604590.832933353,12.1974465457533,84.588536728065,15.411463271935,53.4428147759598,46.5571852240402
2023-02-06,11.1,1.1,0.0,0,22,6.1,0,0,0,0,0,64566,706259.01196639,10.9385591792335,90.5414614502989,9.45853854970108,52.728990490351,47.271009509649
2023-02-07,6.1,-1.0,0.5,0,22,2.55,1,0,1,1,0,65874,696394.959116273,10.571620959958,91.4093572577952,8.59064274220482,52.1601845948326,47.8398154051674
2023-02-08,11.7,3.9,0.0,0,27,7.8,0,0,0,2,0,78250,905354.835134652,11.5700298419764,90.0,10.0,51.8747603833866,48.1252396166134
2023-02-09,12.8,5.6,0.0,0,16,9.2,0,0,0,3,0,75636,849005.492683395,11.2248862007958,89.6570416203924,10.3429583796076,53.1730921783278,46.8269078216722
2023-02-10,16.1,7.2,0.0,0,38,11.65,0,0,0,4,0,83407,1026902.14868464,12.3119420274635,86.2505545098133,13.7494454901867,53.2964859064587,46.7035140935413
2023-02-11,7.8,2.2,0.0,0,26,5.0,0,0,0,5,1,63237,819025.340400176,12.9516792447487,82.2034568369783,17.7965431630216,54.2641175261318,45.7358824738681
2023-02-12,8.9,3.3,0.3,0,19,6.1,1,0,0,6,1,55388,671804.725883143,12.1290663299475,83.5848920343757,16.4151079656243,54.659854120026,45.340145879974
2023-02-13,13.9,5.0,0.0,0,33,9.45,0,0,0,0,0,71687,838227.428649282,11.6928791642737,89.328609092304,10.671390907696,52.7864187370095,47.2135812629905
2023-02-14,12.2,4.4,0.0,0,25,8.3,0,0,0,1,0,77832,920808.302617071,11.8307161915032,89.1754034330353,10.8245965669647,52.1790523178127,47.8209476821873
2023-02-15,19.4,8.3,0.0,0,20,13.85,0,0,0,2,0,88530,1114921.183334,12.5937104183213,88.0300463119846,11.9699536880154,50.9443126623743,49.0556873376257
2023-02-16,21.1,13.3,1.8,0,16,17.200000000000003,1,0,0,3,0,74118,857434.953332753,11.5685117425288,88.743625030357,11.256374969643,51.6217383091827,48.3782616908173
2023-02-17,16.1,0.0,4.6,0,32,8.05,1,0,0,4,0,49296,505729.286217255,10.2590329076853,89.705047062642,10.294952937358,58.0919344368711,41.9080655631289
2023-02-18,6.1,-2.7,0.0,0,37,1.6999999999999995,0,0,1,5,1,51736,638239.224099324,12.3364625038527,82.7798824802845,17.2201175197155,54.7568424308025,45.2431575691975
2023-02-19,10.0,2.8,0.0,0,15,6.4,0,0,0,6,1,50936,656426.004365639,12.8872703856927,80.985943144338,19.014056855662,55.8779645044762,44.1220354955238
2023-02-20,16.1,8.3,0.0,0,27,12.2,0,0,0,0,0,70412,992548.787083166,14.0963015832979,80.3485201386127,19.6514798613873,54.9764244731012,45.0235755268988
2023-02-21,10.0,2.8,6.9,0,22,6.4,1,0,0,1,0,55924,617350.673116219,11.0391007995891,89.9595880123024,10.0404119876976,55.7685430226736,44.2314569773264
2023-02-22,6.7,2.8,3.6,0,27,4.75,1,0,0,2,0,54142,566148.500866748,10.4567341595573,91.1436592663736,8.85634073362639,55.2583945919988,44.7416054080012
2023-02-23,6.7,3.3,0.5,0,33,5.0,1,0,0,3,0,65168,715469.174867368,10.9788419909675,89.8968819052296,10.1031180947704,55.270991897864,44.729008102136
2023-02-24,7.2,-3.8,0.0,0,39,1.7000000000000002,0,0,1,4,0,59261,641190.084749626,10.8197648495576,88.5236496177925,11.4763503822075,56.9244528441977,43.0755471558023
2023-02-25,0.6,-4.9,0.0,0,16,-2.15,0,0,1,5,1,42922,470807.462783922,10.9689078510769,86.2751036764363,13.7248963235637,58.4502120124878,41.5497879875122
2023-02-26,10.0,-1.0,0.0,0,24,4.5,0,0,1,6,1,54379,680718.481316486,12.5180397086463,83.2306588940584,16.7693411059416,55.6740653561117,44.3259346438883
2023-02-27,7.8,0.6,5.3,23,23,4.2,1,0,0,0,0,58181,629004.952801025,10.8111746584112,90.8715903817397,9.12840961826026,53.9849779137519,46.0150220862481
2023-02-28,3.3,0.0,8.6,23,25,1.65,1,0,0,1,0,40476,406350.069650295,10.0392842585802,92.7512600059294,7.24873999407056,57.9083901571301,42.0916098428699
2023-03-01,6.7,0.6,0.0,0,26,3.65,0,0,0,2,0,69858,752392.195683027,10.7703082779786,90.931604111197,9.068395888803,53.786252111426,46.213747888574
2023-03-02,12.2,3.9,0.0,0,25,8.049999999999999,0,0,0,3,0,73359,826784.54923394,11.270390125737,89.6577107103423,10.3422892896577,53.542169331643,46.457830668357
2023-03-03,8.3,2.8,3.8,0,26,5.550000000000001,1,0,0,4,0,65029,708490.604316771,10.8949946072794,88.66198157745,11.3380184225499,54.3465223208107,45.6534776791893
2023-03-04,7.2,3.3,25.1,0,36,5.25,1,0,0,5,1,56230,688888.86781669,12.2512692124612,83.5372576916237,16.4627423083763,54.3073092655166,45.6926907344834
2023-03-05,11.7,3.3,0.0,0,36,7.5,0,0,0,6,1,64444,889976.470317984,13.8100749537271,79.9531376078456,20.0468623921544,51.3112159394203,48.6887840605797
2023-03-06,11.1,4.4,0.0,0,24,7.75,0,0,0,0,0,72304,828897.661466121,11.464063695869,89.0877406505864,10.9122593494136,51.0220734675813,48.9779265324187
2023-03-07,8.3,0.6,1.5,3,48,4.45,1,0,0,1,0,66344,701628.565065955,10.5756144499268,91.0843482455083,8.91565175449174,53.9656939587604,46.0343060412396
2023-03-08,8.9,-0.5,0.0,0,38,4.2,0,0,1,2,0,71394,778911.521016945,10.9100417544465,90.5104070370059,9.48959296299409,53.8280527775443,46.1719472224557
2023-03-09,10.6,0.6,0.0,0,35,5.6,0,0,0,3,0,76928,866977.298033754,11.2699835954887,89.1209962562396,10.8790037437604,53.2393926788686,46.7606073211314
2023-03-10,7.8,1.7,9.1,0,17,4.75,1,0,0,4,0,59213,627605.624699625,10.5991188539615,88.9500616418692,11.0499383581308,56.3136473409555,43.6863526590445
2023-03-11,7.2,1.7,10.2,0,37,4.45,1,0,0,5,1,48716,556929.629067038,11.4321707255735,84.2659495853518,15.7340504146482,57.00591181542,42.99408818458
2023-03-12,8.9,1.1,0.0,0,19,5.0,0,0,0,6,1,56077,731422.000483449,13.0431727889054,81.0171728159495,18.9828271840505,54.1451932164702,45.8548067835298
2023-03-13,7.2,3.3,17.0,0,32,5.25,1,0,0,0,0,32669,320674.492333748,9.81586495863816,91.900578530105,8.09942146989501,59.1876090483333,40.8123909516667
2023-03-14,3.3,0.6,3.3,0,46,1.95,1,0,0,1,0,39212,378032.630583557,9.64073830928166,92.782821585229,7.21717841477099,57.9797000918086,42.0202999081914
2023-03-15,7.2,1.1,0.0,0,58,4.15,0,0,0,2,0,65421,684800.897216122,10.4676005749854,90.4266214212562,9.57337857874383,53.3865272618884,46.6134727381116
2023-03-16,15.0,1.1,0.0,0,28,8.05,0,0,0,3,0,83152,1015370.16048472,12.2110130903011,86.8481816432557,13.1518183567443,44.434289012892,55.565710987108
2023-03-17,15.6,8.3,0.0,0,15,11.95,0,0,0,4,0,82533,1044885.81983421,12.6602185772264,84.1227145505434,15.8772854494566,38.95775023324,61.04224976676
2023-03-18,13.3,4.4,0.5,0,31,8.850000000000001,1,0,0,5,1,74382,1070987.3419664,14.3984746573957,77.3829689978758,22.6170310021242,41.0341211583448,58.9658788416552
2023-03-19,4.4,-1.6,0.0,0,39,1.4,0,0,1,6,1,48346,569424.714566361,11.7781143127945,84.0400446779465,15.9599553220535,47.5551234848798,52.4448765151202
2023-03-20,10.6,-0.5,0.0,0,22,5.05,0,0,1,0,0,68651,794617.600233177,11.5747418134212,88.7488893096969,11.2511106903031,47.327788378902,52.672211621098
2023-03-21,17.2,4.4,0.0,0,26,10.8,0,0,0,1,0,87433,1127855.28154955,12.8996520941698,86.4055905664909,13.5944094335091,43.0912813239852,56.9087186760148
2023-03-22,16.7,8.9,0.0,0,16,12.8,0,0,0,2,0,86700,1094156.56705016,12.6200296084217,87.6528258362168,12.3471741637832,41.5351787773933,58.4648212226067
2023-03-23,15.6,8.9,2.3,0,21,12.25,1,0,0,3,0,74759,860365.585182965,11.5085218526595,88.7277785952193,11.2722214047807,42.8657419173611,57.1342580826389
2023-03-24,12.8,6.7,0.0,0,23,9.75,0,0,0,4,0,77302,943034.42435059,12.1993535012108,85.3910636206049,14.6089363793951,32.2294377894492,67.7705622105508
2023-03-25,8.3,5.6,3.8,0,36,6.95,1,0,0,5,1,32655,353901.61144978,10.8375933685432,86.832031848109,13.167968151891,40.8880722707089,59.1119277292911
2023-03-26,17.2,6.7,0.0,0,27,11.95,0,0,0,6,1,87572,1469272.01243342,16.7778743483467,73.789567441648,26.210432558352,44.3657790161239,55.6342209838761
2023-03-27,16.7,6.1,7.4,0,26,11.4,1,0,0,0,0,60466,697263.606934093,11.5314988081582,87.9171765951113,12.0828234048887,47.8450699566699,52.1549300433301
2023-03-28,11.1,5.6,0.0,0,18,8.35,0,0,0,1,0,79382,943616.93313368,11.8870390407609,89.1020634400746,10.8979365599254,47.8042881257716,52.1957118742284
2023-03-29,12.8,3.9,0.0,0,26,8.35,0,0,0,2,0,88237,1067600.55064949,12.0992389887404,88.051497671045,11.948502328955,46.6754309416685,53.3245690583315
2023-03-30,7.8,-0.5,0.3,0,33,3.65,1,0,1,3,0,76230,848454.506165831,11.1301916065306,88.8009969828152,11.1990030171848,50.0314836678473,49.9685163321527
2023-03-31,13.9,3.3,0.0,0,11,8.6,0,0,0,4,0,82280,959116.423116221,11.6567382488603,86.301652892562,13.698347107438,52.6920272241128,47.3079727758872
2023-04-01,22.2,10.6,9.7,0,22,16.4,1,0,0,5,1,70491,1057809.93503276,15.0063119409961,76.6452454923324,23.3547545076676,50.1099431133052,49.8900568866948
2023-04-02,10.6,4.4,0.0,0,41,7.5,0,0,0,6,1,71020,1010320.44825111,14.2258581843301,77.9456491129259,22.0543508870741,49.1762883694734,50.8237116305266
2023-04-03,15.0,3.9,0.0,0,20,9.45,0,0,0,0,0,84067,1047715.8675994,12.4628673272437,86.4465247956987,13.5534752043013,49.4367587757384,50.5632412242616
2023-04-04,22.8,8.9,0.0,0,8,15.85,0,0,0,1,0,104426,1420977.15384878,13.6075034363932,84.7576274107981,15.2423725892019,44.6919349587268,55.3080650412732
2023-04-05,13.9,7.8,0.0,0,38,10.85,0,0,0,2,0,71486,803333.655683568,11.2376361201293,89.3069971742719,10.6930028257281,47.7016478751084,52.2983521248916
2023-04-06,26.7,8.3,0.0,0,14,17.5,0,0,0,3,0,95864,1304166.12039933,13.6043365642922,83.5548276725361,16.4451723274639,49.2458065592923,50.7541934407077
2023-04-07,15.6,5.6,0.0,0,36,10.6,0,0,0,4,0,80901,1018730.47228471,12.5923100120481,82.493417881114,17.506582118886,51.5098700881324,48.4901299118676
2023-04-08,12.2,2.8,0.0,0,15,7.5,0,0,0,5,1,76412,1140115.82916631,14.9206385013651,75.2669737737528,24.7330262262472,51.7366382243627,48.2633617756373
2023-04-09,13.9,4.4,0.0,0,19,9.15,0,0,0,6,1,69556,1108239.16281634,15.9330490944898,73.7190177698545,26.2809822301455,51.0725171085169,48.9274828914831
2023-04-10,20.0,5.6,0.0,0,23,12.8,0,0,0,0,0,89377,1258236.97378332,14.0778609013876,82.2795573805341,17.7204426194659,49.2699464067937,50.7300535932063
2023-04-11,23.9,10.6,0.0,0,26,17.25,0,0,0,1,0,103309,1460861.57208341,14.1406999591851,83.0111606926792,16.9888393073208,46.8061833915729,53.1938166084271
2023-04-12,28.9,17.8,0.0,0,25,23.35,0,0,0,2,0,115261,1684367.38128335,14.6135065744992,81.5115260148706,18.4884739851294,45.0724876584448,54.9275123415552
